Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
TD,Investment Product,British Columbia,61116,48,58200,2024-08-08
TD,Credit Product,Prince Edward Island,14941,29,87376,2021-07-29
Scotiabank,Credit Product,Nova Scotia,31727,58,65060,2023-09-29
TD,Investment Product,Nova Scotia,59254,37,94709,2020-12-16
TD,Investment Product,Prince Edward Island,48707,39,64333,2022-12-05
Scotiabank,Credit Product,Newfoundland and Labrador,19656,50,71934,2024-08-29
TD,Investment Product,Yukon,79896,48,124140,2022-05-16
RBC,Credit Product,Ontario,14680,64,132448,2023-12-06
TD,Investment Product,Nunavut,62136,41,34413,2022-12-18
RBC,Deposit Account,New Brunswick,847,56,44053,2024-09-16
Scotiabank,Investment Product,Ontario,72783,51,98695,2021-10-31
RBC,Credit Product,Nova Scotia,18388,58,65989,2023-11-08
Scotiabank,Credit Product,New Brunswick,20857,51,38059,2022-06-24
TD,Investment Product,Yukon,92063,45,76883,2025-05-21
TD,Credit Product,New Brunswick,11126,44,147979,2024-06-09
Scotiabank,Investment Product,Manitoba,79926,45,116914,2025-01-02
RBC,Deposit Account,British Columbia,948,57,100000,2021-07-26
RBC,Credit Product,Ontario,34331,53,134074,2022-08-07
TD,Investment Product,Ontario,98969,59,54230,2022-05-25
RBC,Credit Product,British Columbia,34866,61,55769,2023-02-20
RBC,Deposit Account,New Brunswick,763,32,70590,2025-05-22
RBC,Credit Product,British Columbia,31071,52,121917,2020-07-12
TD,Deposit Account,Yukon,803,59,123203,2023-09-30
Scotiabank,Deposit Account,Nunavut,1675,44,102498,2022-12-04
TD,Investment Product,Manitoba,59559,60,119734,2023-06-30
RBC,Deposit Account,Prince Edward Island,1578,45,59817,2021-02-10
Scotiabank,Credit Product,New Brunswick,38995,50,117544,2022-07-15
RBC,Credit Product,Quebec,14566,28,31693,2021-09-10
TD,Credit Product,Northwest Territories,47206,53,116912,2025-03-06
TD,Deposit Account,Manitoba,544,42,140945,2025-03-15
Scotiabank,Credit Product,Yukon,10121,33,52129,2024-12-10
Scotiabank,Deposit Account,Newfoundland and Labrador,2288,34,135570,2021-02-19
Scotiabank,Investment Product,Nunavut,74460,46,68065,2021-12-20
Scotiabank,Deposit Account,Manitoba,1430,31,81705,2022-09-19
TD,Deposit Account,Newfoundland and Labrador,669,59,115495,2022-03-15
TD,Credit Product,Nova Scotia,10072,51,72975,2022-08-19
Scotiabank,Credit Product,Quebec,12836,44,76890,2025-06-24
Scotiabank,Credit Product,Nunavut,34054,55,145269,2024-08-11
TD,Investment Product,Saskatchewan,38910,51,91339,2021-11-23
RBC,Deposit Account,Ontario,1956,52,97066,2022-01-25
TD,Investment Product,Saskatchewan,61442,44,64796,2023-01-11
TD,Investment Product,Alberta,22869,44,118593,2021-03-16
Scotiabank,Investment Product,Nova Scotia,52035,30,75448,2025-04-29
RBC,Credit Product,Newfoundland and Labrador,13727,48,103392,2024-01-04
TD,Investment Product,Manitoba,96884,32,121414,2020-09-21
Scotiabank,Credit Product,Nova Scotia,44709,49,52854,2020-02-10
TD,Investment Product,Saskatchewan,99893,65,60604,2021-02-19
Scotiabank,Credit Product,Ontario,24941,55,43586,2024-03-27
RBC,Investment Product,Manitoba,65923,44,60773,2021-04-21
Scotiabank,Credit Product,Manitoba,19723,34,82900,2023-11-09
TD,Investment Product,Manitoba,29996,50,98489,2023-01-13
TD,Credit Product,British Columbia,29558,43,97043,2020-01-06
Scotiabank,Investment Product,Nunavut,53711,42,72638,2025-07-26
Scotiabank,Investment Product,Manitoba,51920,65,90903,2025-07-10
TD,Deposit Account,Nunavut,1337,61,141468,2023-07-17
Scotiabank,Deposit Account,Saskatchewan,1581,40,67841,2022-03-18
RBC,Investment Product,Ontario,55002,56,35012,2021-01-20
TD,Deposit Account,Yukon,1112,50,101261,2022-01-17
Scotiabank,Investment Product,Nova Scotia,97368,38,142523,2023-09-17
Scotiabank,Investment Product,Yukon,36163,33,106955,2021-03-14
TD,Investment Product,Quebec,23799,59,35865,2020-07-01
RBC,Credit Product,British Columbia,11234,41,31374,2021-09-17
TD,Investment Product,New Brunswick,43586,44,49870,2023-11-26
RBC,Deposit Account,Alberta,2193,64,113916,2023-03-01
Scotiabank,Credit Product,Ontario,23922,44,97746,2024-11-02
TD,Deposit Account,Manitoba,1628,47,108490,2022-03-18
TD,Investment Product,New Brunswick,69291,36,145004,2024-04-30
Scotiabank,Deposit Account,Alberta,1140,32,86207,2024-05-30
Scotiabank,Investment Product,Nova Scotia,29073,48,32370,2022-03-09
RBC,Investment Product,Yukon,43693,41,125085,2021-12-17
RBC,Credit Product,Newfoundland and Labrador,32753,37,119388,2021-04-10
Scotiabank,Credit Product,Nunavut,31655,50,74917,2020-03-18
Scotiabank,Deposit Account,Nova Scotia,1904,38,117003,2023-04-02
TD,Deposit Account,Ontario,2205,55,129328,2023-08-10
RBC,Deposit Account,Nunavut,1157,27,128602,2023-11-25
Scotiabank,Credit Product,British Columbia,36613,46,43055,2021-12-19
TD,Credit Product,Newfoundland and Labrador,16248,41,40328,2025-02-21
TD,Investment Product,Manitoba,23341,31,72940,2025-04-14
TD,Credit Product,Manitoba,26936,47,127370,2024-03-07
TD,Investment Product,Nova Scotia,38485,50,111271,2021-07-09
RBC,Investment Product,British Columbia,77808,55,148678,2024-07-06
TD,Deposit Account,Manitoba,1574,42,34920,2022-03-22
Scotiabank,Credit Product,Prince Edward Island,44446,28,72344,2020-06-22
RBC,Deposit Account,New Brunswick,972,65,146173,2022-11-19
TD,Credit Product,New Brunswick,42968,36,139771,2022-05-14
TD,Deposit Account,Manitoba,2081,60,64705,2020-07-17
RBC,Investment Product,Nova Scotia,97299,44,144835,2025-05-26
RBC,Investment Product,British Columbia,74714,29,129477,2024-08-25
Scotiabank,Credit Product,Nunavut,37714,62,107333,2020-11-16
TD,Investment Product,Yukon,37498,28,108513,2024-08-12
TD,Investment Product,Manitoba,96242,59,61402,2021-04-04
Scotiabank,Credit Product,Yukon,46290,65,113905,2021-04-16
TD,Deposit Account,Northwest Territories,1378,33,133334,2020-02-11
TD,Investment Product,New Brunswick,93445,38,47567,2022-08-16
Scotiabank,Deposit Account,Prince Edward Island,1709,29,135281,2024-08-15
Scotiabank,Investment Product,British Columbia,96054,58,125341,2023-12-04
Scotiabank,Deposit Account,Nova Scotia,1550,42,139784,2021-08-05
Scotiabank,Credit Product,British Columbia,13970,41,125479,2021-04-29
RBC,Investment Product,Nova Scotia,79518,27,48399,2025-09-12
TD,Investment Product,British Columbia,81816,50,38507,2020-10-08
TD,Deposit Account,Nova Scotia,1718,50,96427,2020-04-26
TD,Investment Product,Yukon,70929,43,77577,2020-09-22
TD,Investment Product,Newfoundland and Labrador,89814,35,119413,2020-10-25
TD,Credit Product,Newfoundland and Labrador,49732,59,99261,2025-05-16
Scotiabank,Credit Product,New Brunswick,28576,47,106849,2020-02-06
TD,Investment Product,Nova Scotia,26882,52,145517,2025-10-24
RBC,Deposit Account,Prince Edward Island,1553,57,83131,2021-10-07
RBC,Credit Product,Northwest Territories,39315,40,47495,2022-12-29
RBC,Investment Product,Quebec,96996,27,104227,2021-12-07
Scotiabank,Deposit Account,Ontario,1574,53,126939,2023-11-02
Scotiabank,Investment Product,British Columbia,87247,48,119804,2023-08-05
RBC,Credit Product,Northwest Territories,48512,61,136823,2024-10-25
Scotiabank,Investment Product,Alberta,78297,54,70139,2020-05-04
RBC,Deposit Account,Prince Edward Island,678,35,52666,2023-10-06
RBC,Deposit Account,Saskatchewan,1766,59,49721,2025-03-13
Scotiabank,Deposit Account,Prince Edward Island,2483,41,130108,2023-01-23
RBC,Credit Product,Prince Edward Island,34118,41,91933,2020-07-05
Scotiabank,Investment Product,New Brunswick,89062,53,71206,2025-03-15
TD,Deposit Account,Manitoba,1861,54,95792,2024-04-19
TD,Credit Product,Nova Scotia,46929,26,94654,2020-05-13
Scotiabank,Credit Product,Nova Scotia,11706,56,40476,2020-04-10
RBC,Investment Product,Alberta,94031,55,101382,2020-06-16
TD,Deposit Account,Newfoundland and Labrador,1284,61,44339,2024-05-11
RBC,Credit Product,New Brunswick,41194,44,137070,2021-09-12
TD,Investment Product,Prince Edward Island,49430,29,70648,2022-07-27
TD,Credit Product,Northwest Territories,45301,39,30852,2025-10-16
RBC,Credit Product,Prince Edward Island,49595,57,72797,2025-02-21
RBC,Investment Product,Nova Scotia,50706,53,87794,2025-03-29
Scotiabank,Investment Product,Alberta,85057,29,121123,2022-12-18
Scotiabank,Credit Product,Alberta,41609,51,122926,2023-07-22
RBC,Deposit Account,Newfoundland and Labrador,1799,29,66052,2021-04-02
Scotiabank,Credit Product,Quebec,28523,57,66261,2021-10-10
RBC,Credit Product,Nunavut,30163,58,45127,2020-06-27
RBC,Investment Product,British Columbia,64046,26,99835,2020-12-01
Scotiabank,Credit Product,New Brunswick,47149,49,133959,2025-06-18
TD,Investment Product,Nova Scotia,98818,34,135735,2020-11-11
Scotiabank,Deposit Account,Saskatchewan,1474,64,86802,2025-05-27
TD,Credit Product,Yukon,25262,57,102481,2025-06-15
RBC,Credit Product,Northwest Territories,35121,33,141689,2024-05-30
Scotiabank,Investment Product,Northwest Territories,67978,51,129501,2021-06-20
Scotiabank,Deposit Account,Quebec,1163,65,50691,2023-01-01
RBC,Investment Product,Saskatchewan,83490,42,135810,2021-11-09
TD,Credit Product,Newfoundland and Labrador,44135,59,39433,2021-04-28
RBC,Credit Product,Nunavut,19405,26,140734,2021-06-25
Scotiabank,Credit Product,New Brunswick,33293,49,96213,2021-01-30
Scotiabank,Investment Product,Nunavut,82990,60,46019,2023-08-31
TD,Investment Product,Nunavut,68084,61,44836,2024-06-12
RBC,Credit Product,Newfoundland and Labrador,19899,32,90380,2024-05-08
TD,Investment Product,Quebec,87422,43,44812,2022-07-21
RBC,Investment Product,Newfoundland and Labrador,93520,26,79848,2024-03-06
Scotiabank,Deposit Account,Prince Edward Island,613,40,100851,2025-07-23
Scotiabank,Investment Product,Alberta,84904,45,40207,2021-10-17
TD,Investment Product,Yukon,92134,64,124634,2023-08-30
Scotiabank,Credit Product,Yukon,41717,37,68059,2022-10-22
RBC,Investment Product,Nunavut,42855,30,91391,2025-11-12
TD,Credit Product,Yukon,43705,44,115923,2024-12-13
TD,Credit Product,Manitoba,14489,29,47949,2025-04-24
RBC,Investment Product,British Columbia,51568,46,106570,2025-05-12
TD,Deposit Account,Manitoba,1999,36,46791,2024-09-19
Scotiabank,Credit Product,Saskatchewan,20683,36,33000,2020-01-14
Scotiabank,Deposit Account,Saskatchewan,2098,28,132705,2023-10-06
TD,Investment Product,Newfoundland and Labrador,41848,55,103794,2025-09-01
TD,Credit Product,Alberta,42003,64,96140,2021-11-30
Scotiabank,Credit Product,Yukon,49419,38,119768,2023-02-01
TD,Deposit Account,Prince Edward Island,1686,29,51875,2020-04-03
TD,Investment Product,Prince Edward Island,44291,31,67017,2023-06-16
Scotiabank,Credit Product,Alberta,37170,51,89045,2023-05-17
TD,Deposit Account,Nova Scotia,1359,52,78069,2021-05-17
TD,Credit Product,Saskatchewan,48569,60,147522,2021-01-02
TD,Investment Product,Nova Scotia,91935,57,51840,2024-10-16
RBC,Deposit Account,Yukon,2183,63,79055,2023-12-18
Scotiabank,Credit Product,Nova Scotia,45436,32,69804,2023-01-12
RBC,Credit Product,Prince Edward Island,40664,57,35785,2024-05-16
TD,Credit Product,British Columbia,19722,36,107587,2025-03-06
RBC,Deposit Account,Northwest Territories,1158,61,149676,2020-10-19
TD,Credit Product,Saskatchewan,44222,29,84604,2023-01-26
Scotiabank,Investment Product,Yukon,70755,57,93753,2022-01-18
Scotiabank,Investment Product,Northwest Territories,53097,27,59936,2025-12-29
Scotiabank,Investment Product,Yukon,84778,64,115522,2023-07-25
TD,Credit Product,Nova Scotia,11097,30,50129,2023-12-15
Scotiabank,Deposit Account,Nunavut,864,45,103374,2020-03-18
RBC,Credit Product,Alberta,10660,36,41796,2025-04-06
Scotiabank,Credit Product,Saskatchewan,36548,53,35070,2022-05-04
TD,Deposit Account,Manitoba,1812,28,106818,2022-08-14
RBC,Deposit Account,Manitoba,1112,41,111358,2024-07-27
Scotiabank,Deposit Account,Newfoundland and Labrador,1400,59,48084,2022-07-28
TD,Investment Product,Ontario,93664,28,62439,2020-04-15
TD,Deposit Account,Yukon,1469,54,109428,2020-10-17
RBC,Credit Product,Nova Scotia,39738,33,137161,2022-06-22
TD,Investment Product,Nova Scotia,20623,62,82543,2023-03-09
Scotiabank,Credit Product,Northwest Territories,46468,25,117250,2023-12-18
RBC,Deposit Account,Nunavut,1078,55,101547,2022-09-09
RBC,Investment Product,Alberta,61749,51,148366,2022-04-20
RBC,Deposit Account,Yukon,1120,54,49161,2025-08-30
TD,Investment Product,Newfoundland and Labrador,30534,42,115124,2025-10-08
TD,Credit Product,Ontario,43234,32,70440,2021-12-30
RBC,Credit Product,New Brunswick,45117,38,84516,2020-10-18
RBC,Deposit Account,Yukon,2205,53,67646,2020-03-24
Scotiabank,Credit Product,Alberta,31856,28,142103,2022-04-29
Scotiabank,Credit Product,Northwest Territories,15841,62,53868,2020-03-26
Scotiabank,Investment Product,Alberta,71940,39,149251,2024-03-30
TD,Investment Product,Prince Edward Island,37492,45,100657,2021-01-02
TD,Deposit Account,Ontario,2311,62,50252,2024-07-28
RBC,Deposit Account,Quebec,2415,55,38771,2023-11-28
RBC,Investment Product,Nova Scotia,50430,37,147652,2025-09-19
Scotiabank,Investment Product,Nova Scotia,44668,35,147581,2023-08-10
Scotiabank,Deposit Account,Quebec,1513,48,72533,2020-04-03
RBC,Investment Product,Yukon,47288,40,149521,2023-08-10
TD,Credit Product,Nunavut,17442,29,96243,2020-07-26
RBC,Investment Product,New Brunswick,91521,60,125866,2023-05-30
TD,Credit Product,Saskatchewan,44010,26,133092,2023-01-05
Scotiabank,Deposit Account,Manitoba,2008,54,129844,2021-08-01
RBC,Deposit Account,British Columbia,1045,41,138278,2023-12-18
RBC,Investment Product,Yukon,96834,65,61257,2022-10-22
TD,Credit Product,Ontario,25820,42,119652,2025-07-20
Scotiabank,Investment Product,British Columbia,57771,45,38407,2020-06-11
TD,Investment Product,British Columbia,26284,61,84503,2024-01-28
RBC,Deposit Account,Yukon,1552,46,137075,2024-07-05
Scotiabank,Investment Product,Northwest Territories,82874,59,143648,2025-11-19
Scotiabank,Credit Product,Ontario,41095,62,70494,2023-09-16
TD,Investment Product,Northwest Territories,89593,65,85578,2024-11-03
RBC,Credit Product,Quebec,25079,65,121867,2023-05-09
RBC,Deposit Account,Quebec,1597,29,141623,2024-05-02
Scotiabank,Investment Product,Prince Edward Island,42576,59,144058,2024-12-01
Scotiabank,Investment Product,Nova Scotia,22248,37,57654,2025-06-27
RBC,Credit Product,Newfoundland and Labrador,29028,45,94474,2020-09-26
RBC,Investment Product,British Columbia,28024,36,115725,2022-09-09
RBC,Credit Product,Newfoundland and Labrador,13201,54,132719,2023-10-20
Scotiabank,Credit Product,Nova Scotia,17647,36,37434,2025-02-08
RBC,Deposit Account,Nova Scotia,2427,65,130711,2022-01-09
RBC,Investment Product,Manitoba,20480,58,149177,2020-09-25
TD,Investment Product,Yukon,29907,36,45704,2021-01-08
TD,Deposit Account,Manitoba,1878,42,140924,2025-02-24
TD,Credit Product,Nunavut,19067,59,109336,2024-09-29
Scotiabank,Credit Product,Nova Scotia,35178,27,33111,2020-11-09
Scotiabank,Deposit Account,Prince Edward Island,1480,55,91489,2025-11-07
RBC,Credit Product,New Brunswick,46890,50,130848,2022-12-10
Scotiabank,Investment Product,Ontario,31432,53,78023,2022-09-30
RBC,Investment Product,Alberta,34858,56,119650,2022-12-09
RBC,Investment Product,New Brunswick,60571,59,30468,2020-10-01
Scotiabank,Credit Product,New Brunswick,27082,52,126210,2020-08-10
RBC,Credit Product,Ontario,47851,65,133047,2021-02-11
RBC,Deposit Account,Newfoundland and Labrador,548,28,149963,2020-11-11
Scotiabank,Credit Product,Prince Edward Island,25397,64,74199,2025-07-02
RBC,Investment Product,Nova Scotia,32709,32,48158,2024-11-25
TD,Deposit Account,Ontario,1628,37,65090,2025-06-18
Scotiabank,Investment Product,Ontario,76645,61,124308,2022-11-25
Scotiabank,Credit Product,Quebec,38653,27,88797,2022-11-14
Scotiabank,Credit Product,British Columbia,42662,44,73662,2020-08-20
Scotiabank,Credit Product,Quebec,28939,60,135874,2020-02-18
TD,Deposit Account,Alberta,580,42,74984,2022-07-16
RBC,Investment Product,Ontario,54718,42,101233,2021-07-21
RBC,Investment Product,Alberta,45289,64,127173,2025-03-17
Scotiabank,Deposit Account,Newfoundland and Labrador,861,31,65342,2024-12-21
TD,Investment Product,Alberta,55870,50,71637,2021-03-19
Scotiabank,Credit Product,Nunavut,47772,60,81495,2021-12-24
Scotiabank,Credit Product,Saskatchewan,14634,39,105389,2020-09-10
TD,Credit Product,Nova Scotia,35412,34,80081,2022-09-03
Scotiabank,Deposit Account,British Columbia,1128,41,47577,2020-01-08
RBC,Credit Product,Manitoba,11453,57,92379,2020-07-05
RBC,Deposit Account,British Columbia,2099,46,75548,2023-08-27
TD,Investment Product,Yukon,31258,27,70077,2021-03-30
RBC,Investment Product,Alberta,26511,30,100266,2025-12-10
TD,Credit Product,Saskatchewan,45583,52,49985,2024-04-24
TD,Investment Product,Northwest Territories,68815,36,93119,2024-10-05
Scotiabank,Credit Product,Prince Edward Island,42842,63,103298,2022-11-03
RBC,Deposit Account,Prince Edward Island,506,62,116882,2022-04-21
Scotiabank,Investment Product,Nova Scotia,49836,38,39956,2023-12-02
TD,Credit Product,Saskatchewan,28734,62,63374,2022-11-06
RBC,Investment Product,Prince Edward Island,98490,28,68485,2020-11-24
RBC,Deposit Account,Nova Scotia,1621,47,76224,2020-10-01
RBC,Deposit Account,Saskatchewan,2187,49,128633,2023-02-16
Scotiabank,Investment Product,British Columbia,25813,29,84409,2024-07-02
Scotiabank,Credit Product,British Columbia,48542,52,72829,2020-06-01
RBC,Credit Product,Quebec,40720,35,149847,2021-02-26
Scotiabank,Investment Product,British Columbia,45301,62,74814,2025-01-14
RBC,Credit Product,Nova Scotia,30180,40,72484,2025-12-25
TD,Deposit Account,Manitoba,1758,52,68514,2024-03-21
TD,Deposit Account,Quebec,2497,54,135289,2023-07-30
RBC,Credit Product,Quebec,24803,48,46395,2023-09-20
RBC,Investment Product,Nunavut,61608,43,105253,2024-07-20
TD,Deposit Account,Saskatchewan,2202,30,83005,2022-05-08
Scotiabank,Investment Product,Quebec,32444,30,65142,2021-09-03
RBC,Investment Product,Prince Edward Island,70832,33,122049,2021-03-31
Scotiabank,Credit Product,Saskatchewan,25521,54,123712,2020-11-05
RBC,Deposit Account,Yukon,1180,59,76053,2024-06-03
Scotiabank,Credit Product,Alberta,22448,58,68349,2020-03-07
Scotiabank,Credit Product,Nunavut,18670,43,108718,2025-02-15
RBC,Credit Product,Saskatchewan,41088,45,67379,2023-08-17
TD,Deposit Account,Quebec,844,34,116927,2021-11-10
Scotiabank,Deposit Account,Nunavut,2395,60,45268,2021-01-24
Scotiabank,Investment Product,Nova Scotia,33549,45,102630,2022-12-03
RBC,Investment Product,Quebec,66418,25,89736,2023-05-07
RBC,Deposit Account,New Brunswick,1208,51,105844,2024-01-11
TD,Credit Product,Quebec,48713,53,79947,2025-04-17
RBC,Credit Product,Saskatchewan,15935,62,104860,2022-10-31
Scotiabank,Credit Product,Alberta,16942,64,107961,2021-11-20
TD,Credit Product,Quebec,35898,56,93619,2020-02-21
Scotiabank,Investment Product,Saskatchewan,35321,42,54584,2022-03-22
RBC,Investment Product,Nunavut,84814,46,145624,2021-01-28
TD,Deposit Account,Newfoundland and Labrador,623,39,121425,2022-11-16
Scotiabank,Deposit Account,Saskatchewan,1239,39,111260,2020-08-10
